Date;Day Number;Day;Month;Short Month;Calendar Month Number;Calendar Month Label;Calendar Year;Calendar Year Label;Fiscal Month Number;Fiscal Month Label;Fiscal Year;Fiscal Year Label;ISO Week Number
06/01/2015;6;6;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;2
07/01/2015;7;7;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;2
08/01/2015;8;8;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;2
09/01/2015;9;9;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;2
10/01/2015;10;10;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;2
11/01/2015;11;11;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;2
12/01/2015;12;12;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;3
13/01/2015;13;13;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;3
14/01/2015;14;14;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;3
15/01/2015;15;15;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;3
16/01/2015;16;16;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;3
17/01/2015;17;17;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;3
18/01/2015;18;18;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;3
19/01/2015;19;19;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;4
20/01/2015;20;20;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;4
21/01/2015;21;21;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;4
22/01/2015;22;22;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;4
23/01/2015;23;23;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;4
24/01/2015;24;24;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;4
25/01/2015;25;25;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;4
26/01/2015;26;26;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;5
27/01/2015;27;27;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;5
28/01/2015;28;28;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;5
29/01/2015;29;29;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;5
30/01/2015;30;30;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;5
31/01/2015;31;31;January;Jan;1;CY2015-Jan;2015;CY2015;3;FY2015-Jan;2015;FY2015;5
01/02/2015;1;1;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;5
02/02/2015;2;2;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;6
03/02/2015;3;3;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;6
04/02/2015;4;4;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;6
05/02/2015;5;5;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;6
06/02/2015;6;6;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;6
07/02/2015;7;7;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;6
08/02/2015;8;8;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;6
09/02/2015;9;9;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;7
10/02/2015;10;10;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;7
11/02/2015;11;11;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;7
12/02/2015;12;12;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;7
13/02/2015;13;13;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;7
14/02/2015;14;14;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;7
15/02/2015;15;15;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;7
16/02/2015;16;16;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;8
17/02/2015;17;17;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;8
18/02/2015;18;18;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;8
19/02/2015;19;19;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;8
20/02/2015;20;20;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;8
21/02/2015;21;21;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;8
22/02/2015;22;22;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;8
23/02/2015;23;23;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;9
24/02/2015;24;24;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;9
25/02/2015;25;25;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;9
26/02/2015;26;26;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;9
27/02/2015;27;27;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;9
28/02/2015;28;28;February;Feb;2;CY2015-Feb;2015;CY2015;4;FY2015-Feb;2015;FY2015;9
01/03/2015;1;1;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;9
02/03/2015;2;2;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;10
03/03/2015;3;3;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;10
04/03/2015;4;4;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;10
05/03/2015;5;5;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;10
06/03/2015;6;6;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;10
07/03/2015;7;7;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;10
08/03/2015;8;8;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;10
09/03/2015;9;9;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;11
10/03/2015;10;10;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;11
11/03/2015;11;11;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;11
12/03/2015;12;12;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;11
13/03/2015;13;13;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;11
14/03/2015;14;14;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;11
15/03/2015;15;15;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;11
16/03/2015;16;16;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;12
17/03/2015;17;17;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;12
18/03/2015;18;18;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;12
19/03/2015;19;19;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;12
20/03/2015;20;20;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;12
21/03/2015;21;21;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;12
22/03/2015;22;22;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;12
23/03/2015;23;23;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;13
24/03/2015;24;24;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;13
25/03/2015;25;25;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;13
26/03/2015;26;26;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;13
27/03/2015;27;27;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;13
28/03/2015;28;28;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;13
29/03/2015;29;29;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;13
30/03/2015;30;30;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;14
31/03/2015;31;31;March;Mar;3;CY2015-Mar;2015;CY2015;5;FY2015-Mar;2015;FY2015;14
01/04/2015;1;1;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;14
02/04/2015;2;2;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;14
03/04/2015;3;3;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;14
04/04/2015;4;4;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;14
05/04/2015;5;5;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;14
06/04/2015;6;6;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;15
07/04/2015;7;7;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;15
08/04/2015;8;8;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;15
09/04/2015;9;9;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;15
10/04/2015;10;10;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;15
11/04/2015;11;11;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;15
12/04/2015;12;12;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;15
13/04/2015;13;13;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;16
14/04/2015;14;14;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;16
15/04/2015;15;15;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;16
16/04/2015;16;16;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;16
17/04/2015;17;17;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;16
18/04/2015;18;18;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;16
19/04/2015;19;19;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;16
20/04/2015;20;20;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;17
21/04/2015;21;21;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;17
22/04/2015;22;22;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;17
23/04/2015;23;23;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;17
24/04/2015;24;24;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;17
25/04/2015;25;25;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;17
26/04/2015;26;26;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;17
27/04/2015;27;27;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;18
28/04/2015;28;28;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;18
29/04/2015;29;29;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;18
30/04/2015;30;30;April;Apr;4;CY2015-Apr;2015;CY2015;6;FY2015-Apr;2015;FY2015;18
01/05/2015;1;1;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;18
02/05/2015;2;2;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;18
03/05/2015;3;3;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;18
04/05/2015;4;4;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;19
05/05/2015;5;5;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;19
06/05/2015;6;6;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;19
07/05/2015;7;7;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;19
08/05/2015;8;8;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;19
09/05/2015;9;9;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;19
10/05/2015;10;10;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;19
11/05/2015;11;11;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;20
12/05/2015;12;12;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;20
13/05/2015;13;13;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;20
14/05/2015;14;14;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;20
15/05/2015;15;15;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;20
16/05/2015;16;16;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;20
17/05/2015;17;17;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;20
18/05/2015;18;18;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;21
19/05/2015;19;19;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;21
20/05/2015;20;20;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;21
21/05/2015;21;21;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;21
22/05/2015;22;22;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;21
23/05/2015;23;23;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;21
24/05/2015;24;24;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;21
25/05/2015;25;25;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;22
26/05/2015;26;26;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;22
27/05/2015;27;27;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;22
28/05/2015;28;28;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;22
29/05/2015;29;29;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;22
30/05/2015;30;30;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;22
31/05/2015;31;31;May;May;5;CY2015-May;2015;CY2015;7;FY2015-May;2015;FY2015;22
01/06/2015;1;1;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;23
02/06/2015;2;2;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;23
03/06/2015;3;3;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;23
04/06/2015;4;4;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;23
05/06/2015;5;5;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;23
06/06/2015;6;6;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;23
07/06/2015;7;7;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;23
08/06/2015;8;8;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;24
09/06/2015;9;9;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;24
10/06/2015;10;10;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;24
11/06/2015;11;11;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;24
12/06/2015;12;12;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;24
13/06/2015;13;13;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;24
14/06/2015;14;14;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;24
15/06/2015;15;15;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;25
16/06/2015;16;16;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;25
17/06/2015;17;17;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;25
18/06/2015;18;18;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;25
19/06/2015;19;19;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;25
20/06/2015;20;20;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;25
21/06/2015;21;21;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;25
22/06/2015;22;22;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;26
23/06/2015;23;23;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;26
24/06/2015;24;24;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;26
25/06/2015;25;25;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;26
26/06/2015;26;26;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;26
27/06/2015;27;27;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;26
28/06/2015;28;28;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;26
29/06/2015;29;29;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;27
30/06/2015;30;30;June;Jun;6;CY2015-Jun;2015;CY2015;8;FY2015-Jun;2015;FY2015;27
01/07/2015;1;1;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;27
02/07/2015;2;2;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;27
03/07/2015;3;3;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;27
04/07/2015;4;4;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;27
05/07/2015;5;5;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;27
06/07/2015;6;6;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;28
07/07/2015;7;7;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;28
08/07/2015;8;8;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;28
09/07/2015;9;9;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;28
10/07/2015;10;10;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;28
11/07/2015;11;11;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;28
12/07/2015;12;12;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;28
13/07/2015;13;13;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;29
14/07/2015;14;14;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;29
15/07/2015;15;15;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;29
16/07/2015;16;16;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;29
17/07/2015;17;17;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;29
18/07/2015;18;18;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;29
19/07/2015;19;19;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;29
20/07/2015;20;20;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;30
21/07/2015;21;21;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;30
22/07/2015;22;22;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;30
23/07/2015;23;23;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;30
24/07/2015;24;24;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;30
25/07/2015;25;25;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;30
26/07/2015;26;26;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;30
27/07/2015;27;27;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;31
28/07/2015;28;28;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;31
29/07/2015;29;29;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;31
30/07/2015;30;30;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;31
31/07/2015;31;31;July;Jul;7;CY2015-Jul;2015;CY2015;9;FY2015-Jul;2015;FY2015;31
01/08/2015;1;1;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;31
02/08/2015;2;2;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;31
03/08/2015;3;3;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;32
04/08/2015;4;4;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;32
05/08/2015;5;5;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;32
06/08/2015;6;6;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;32
07/08/2015;7;7;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;32
08/08/2015;8;8;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;32
09/08/2015;9;9;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;32
10/08/2015;10;10;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;33
11/08/2015;11;11;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;33
12/08/2015;12;12;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;33
13/08/2015;13;13;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;33
14/08/2015;14;14;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;33
15/08/2015;15;15;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;33
16/08/2015;16;16;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;33
17/08/2015;17;17;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;34
18/08/2015;18;18;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;34
19/08/2015;19;19;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;34
20/08/2015;20;20;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;34
21/08/2015;21;21;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;34
22/08/2015;22;22;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;34
23/08/2015;23;23;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;34
24/08/2015;24;24;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;35
25/08/2015;25;25;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;35
26/08/2015;26;26;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;35
27/08/2015;27;27;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;35
28/08/2015;28;28;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;35
29/08/2015;29;29;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;35
30/08/2015;30;30;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;35
31/08/2015;31;31;August;Aug;8;CY2015-Aug;2015;CY2015;10;FY2015-Aug;2015;FY2015;36
01/09/2015;1;1;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;36
02/09/2015;2;2;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;36
03/09/2015;3;3;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;36
04/09/2015;4;4;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;36
05/09/2015;5;5;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;36
06/09/2015;6;6;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;36
07/09/2015;7;7;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;37
08/09/2015;8;8;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;37
09/09/2015;9;9;September;Sep;9;CY2015-Sep;2015;CY2015;11;FY2015-Sep;2015;FY2015;37
